question_id,error_id,error_name,error_type,description
Q_M_14_201,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_202,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_203,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_203,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_204,ERR_M_15_005,Treating Limit as Derivative Without Verification,Setup error,"The student recognizes a limit resembles a derivative definition but misidentifies which function's derivative it represents, or incorrectly handles the algebraic rearrangement needed to match the standard definition form."
Q_M_14_205,ERR_M_15_012,Wrong 1^∞ Template,Procedural error,"The student recognizes a 1^∞ form but incorrectly applies lim f(x)^g(x) = e^{lim g(x)·ln(f(x))} without properly extracting the (f(x)-1) factor, leading to wrong algebraic manipulation in the exponent."
Q_M_14_206,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_206,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_207,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_208,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
Q_M_14_208,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_210,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_210,ERR_M_15_004,Composition Domain Tracking Failure,Setup error,"When analyzing f∘g, the student evaluates g at a point but then applies the wrong piece of f because they fail to check which piece of f corresponds to the output value of g."
Q_M_14_211,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_211,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_212,ERR_M_15_005,Treating Limit as Derivative Without Verification,Setup error,"The student recognizes a limit resembles a derivative definition but misidentifies which function's derivative it represents, or incorrectly handles the algebraic rearrangement needed to match the standard definition form."
Q_M_14_212,ERR_M_15_010,Premature L'Hôpital Application,Procedural error,"The student applies L'Hôpital's rule without verifying that the form is actually 0/0 or ∞/∞, or applies it when simpler algebraic manipulation (factoring, standard limits) would be more efficient and less error-prone."
Q_M_14_213,ERR_M_15_011,Floor Function Integer Boundary Miscount,Procedural error,"The student miscounts where [f(x)] is discontinuous by missing values of x where f(x) passes through an integer, especially when f is non-monotonic (e.g., quadratic under a floor)."
Q_M_14_213,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_214,ERR_M_15_009,Insufficient Taylor Expansion Order,Procedural error,"The student expands sinx, cosx, eˣ, or log(1+x) to too few terms, causing premature cancellation that yields 0/0 again instead of the actual limit; the student either gives up or incorrectly concludes the limit is 0 or ∞."
Q_M_14_214,ERR_M_15_007,One-Sided Limit Conflation,Conceptual error,"The student computes only one one-sided limit (typically the right-hand limit) and assumes the function is continuous/differentiable without checking that the left-hand limit matches, especially near absolute value or floor function boundaries."
Q_M_14_215,ERR_M_15_003,Confusing Continuity with Differentiability at Min/Max Kinks,Conceptual error,"At points where max{f,g} or min{f,g} switches from one function to the other, the student recognizes continuity but fails to check whether the derivatives from each piece match, incorrectly classifying the kink as differentiable."
Q_M_14_217,ERR_M_15_002,Absolute Value Sign Error at Zero Crossings,Procedural error,"When analyzing |f(x)|, the student either misidentifies the zeros of f(x) or incorrectly assigns the sign of f(x) in sub-intervals, leading to wrong derivative expressions on one side."
Q_M_14_217,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_218,ERR_M_15_003,Confusing Continuity with Differentiability at Min/Max Kinks,Conceptual error,"At points where max{f,g} or min{f,g} switches from one function to the other, the student recognizes continuity but fails to check whether the derivatives from each piece match, incorrectly classifying the kink as differentiable."
Q_M_14_218,ERR_M_15_001,Ignoring Derivative Matching for Differentiability,Conceptual error,"The student verifies continuity at a junction point and declares the function differentiable, forgetting that matching left and right derivatives is a separate and additional requirement."
Q_M_14_219,ERR_M_15_008,Missing the Numerator-Must-Vanish Constraint,Setup error,"When a limit equals a finite value and the denominator→0, the student forgets that the numerator must also→0, losing the first equation needed to determine unknown parameters."
