question_id,topic,concept_name
Q_M_14_062,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_062,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_063,Limits Continuity And Differentiability,Points of non-differentiability of |f(x)| at zeros of f(x)
Q_M_14_063,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_063,Limits Continuity And Differentiability,Differentiability of |f(x)| at zeros of f(x)
Q_M_14_064,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_064,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_064,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_064,Limits Continuity And Differentiability,Types of discontinuity
Q_M_14_065,Limits Continuity And Differentiability,Standard limit — (x^n−a^n)/(x−a)
Q_M_14_065,Limits Continuity And Differentiability,Rationalization using conjugates for radical expressions
Q_M_14_065,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_066,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_066,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_066,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_066,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_067,Limits Continuity And Differentiability,Cauchy functional equation f(x+y) = f(x) + f(y) and variants
Q_M_14_067,Limits Continuity And Differentiability,Telescoping series with partial fractions or tan⁻¹ decomposition
Q_M_14_068,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_068,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_068,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_068,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_068,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_068,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_068,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_068,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_068,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_069,Limits Continuity And Differentiability,Continuity of composite piecewise functions
Q_M_14_069,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_069,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_069,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_070,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_070,Limits Continuity And Differentiability,Equating one-sided limits to function value for continuity
Q_M_14_070,Limits Continuity And Differentiability,Intermediate value property of continuous functions
Q_M_14_071,Limits Continuity And Differentiability,Factoring polynomials that vanish at the limit point
Q_M_14_071,Limits Continuity And Differentiability,Double/triple angle identities to simplify expressions before taking limits
Q_M_14_071,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_071,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_071,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_072,Limits Continuity And Differentiability,Asymptotic expansion of √(n² + ...) type expressions
Q_M_14_072,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_072,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_073,Limits Continuity And Differentiability,Factoring polynomials that vanish at the limit point
Q_M_14_073,Limits Continuity And Differentiability,sin(f(x))/f(x) → 1 type substitutions
Q_M_14_073,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_074,Limits Continuity And Differentiability,Compositions [g(x)] and counting discontinuities
Q_M_14_074,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_074,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_074,Limits Continuity And Differentiability,Behavior of [f(x)] where f(x) passes through integers
Q_M_14_075,Limits Continuity And Differentiability,Telescoping series with partial fractions or tan⁻¹ decomposition
Q_M_14_075,Limits Continuity And Differentiability,Inverse trigonometric function limits
Q_M_14_076,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_076,Limits Continuity And Differentiability,Behavior of [f(x)] where f(x) passes through integers
Q_M_14_076,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_076,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_076,Limits Continuity And Differentiability,Types of discontinuity
Q_M_14_077,Limits Continuity And Differentiability,Limits involving [x] near integer points
Q_M_14_077,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_077,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_078,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_078,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_078,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_078,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_078,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_078,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_078,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_078,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_079,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_079,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_079,Limits Continuity And Differentiability,"max{f(x), g(x)} and min{f(x), g(x)} — switching point analysis"
Q_M_14_079,Limits Continuity And Differentiability,Left-hand and right-hand derivative computation at junction points
Q_M_14_079,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_080,Limits Continuity And Differentiability,Inverse trigonometric function limits
Q_M_14_080,Limits Continuity And Differentiability,Algebraic simplification of rational expressions before taking limits
Q_M_14_080,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_080,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_080,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_081,Limits Continuity And Differentiability,Continuity of composite piecewise functions
Q_M_14_081,Limits Continuity And Differentiability,Left-hand and right-hand derivative computation at junction points
Q_M_14_081,Limits Continuity And Differentiability,Parameter determination from differentiability conditions
Q_M_14_081,Limits Continuity And Differentiability,Differentiability implies continuity (and its contrapositive)
Q_M_14_082,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_082,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_082,Limits Continuity And Differentiability,"Limits involving tan, cot, sec near their singularities"
Q_M_14_082,Limits Continuity And Differentiability,Rationalization using conjugates for radical expressions
Q_M_14_082,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_082,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_082,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_082,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_082,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_083,Limits Continuity And Differentiability,Recognizing limit as derivative definition
Q_M_14_083,Limits Continuity And Differentiability,Factoring polynomials that vanish at the limit point
Q_M_14_083,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_083,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_083,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_083,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_083,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_084,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_084,Area Under The Curves,"max{f(x), g(x)} and min{f(x), g(x)} as curve definitions"
Q_M_14_084,Limits Continuity And Differentiability,"max{f(x), g(x)} and min{f(x), g(x)} — switching point analysis"
Q_M_14_084,Limits Continuity And Differentiability,Discontinuity of [x] at integers
Q_M_14_084,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_084,Limits Continuity And Differentiability,Left-hand and right-hand derivative computation at junction points
Q_M_14_084,Limits Continuity And Differentiability,sin(f(x))/f(x) → 1 type substitutions
Q_M_14_085,Limits Continuity And Differentiability,Factoring polynomials that vanish at the limit point
Q_M_14_085,Limits Continuity And Differentiability,1^∞ form: lim [f(x)]^g(x) via e^{g(x)(f(x)−1)}
Q_M_14_085,Limits Continuity And Differentiability,Exponential limits involving (1 + φ(x))^(1/φ(x)) → e
Q_M_14_085,Limits Continuity And Differentiability,Double/triple angle identities to simplify expressions before taking limits
Q_M_14_086,Limits Continuity And Differentiability,Rolle's theorem for existence of f'(c) = 0
Q_M_14_086,Limits Continuity And Differentiability,LMVT for bounding ratios [f(b)−f(a)]/(b−a)
Q_M_14_086,Limits Continuity And Differentiability,Intermediate value property of continuous functions
Q_M_14_087,Limits Continuity And Differentiability,Points of non-differentiability of |f(x)| at zeros of f(x)
Q_M_14_087,Limits Continuity And Differentiability,Non-differentiability at corner points of absolute value functions
Q_M_14_087,Limits Continuity And Differentiability,Differentiability of |f(x)| at zeros of f(x)
Q_M_14_088,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_088,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_088,Limits Continuity And Differentiability,"Standard limit equivalences (sinx/x → 1, (e^x−1)/x → 1, log(1+x)/x → 1)"
Q_M_14_088,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_088,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_088,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_088,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_088,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_088,Limits Continuity And Differentiability,Rationalization using conjugates for radical expressions
Q_M_14_088,Limits Continuity And Differentiability,Left-hand and right-hand limits at junction points
Q_M_14_088,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_089,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_089,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_089,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_089,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_089,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_089,Limits Continuity And Differentiability,sin(f(x))/f(x) → 1 type substitutions
Q_M_14_089,Limits Continuity And Differentiability,Double/triple angle identities to simplify expressions before taking limits
Q_M_14_090,Limits Continuity And Differentiability,Asymptotic expansion of √(n² + ...) type expressions
Q_M_14_090,Limits Continuity And Differentiability,Dominant term extraction for rational functions as x → ∞
Q_M_14_090,Limits Continuity And Differentiability,Parameter determination from continuity conditions
Q_M_14_091,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
Q_M_14_091,Limits Continuity And Differentiability,"Taylor/Maclaurin series expansion for sin, cos, e^x, log(1+x), tan⁻¹(x)"
