question_id,topic,subject,year,shift,question_type,question_text,is_exemplar,exemplar_id,text_length,correct_answer,solution_steps,wrong_options
Q_M_00_010,Differential Equations,Mathematics,2025,4th April Evening,MCQ,"If a curve y = y(x) passes through the point (1, π/2) and satisfies the differential equation (7x⁴ cot y − eˣ cosec y)dx − dy/dx = x⁵, x ≥ 1, then at x = 2, the value of cos y is",False,,178,(2e² - e)/64,"[{'step': 1, 'action': 'Rewrite as dx/dy = x⁵/(7x⁴ cot y − e^x cosec y). Substitute u = cos y, du = −sin y dy, to convert to linear ODE in u(x).', 'concept_used': 'Substitution to linearize ODE'}, {'step': 2, 'action': 'Dividing gives: du/dx + (7/x)u = e^x/x⁵. This is a first-order linear ODE with P(x)=7/x, Q(x)=e^x/x⁵.', 'concept_used': 'Linear first-order ODE standard form'}, {'step': 3, 'action': 'Integrating factor IF = e^(7 ln x) = x⁷. Multiply through: d(x⁷u)/dx = x²e^x.', 'concept_used': 'Integrating factor method'}, {'step': 4, 'action': 'Integrate: x⁷u = ∫x²eˣdx = eˣ(x²−2x+2) + C. Apply y(1)=π/2 → u=cos(π/2)=0 at x=1: 0 = e(1−2+2) + C → C = −e.', 'concept_used': 'Integration by parts and initial condition'}, {'step': 5, 'action': 'u = cos y = [eˣ(x²−2x+2) − e]/x⁷. At x=2: cos y = [e²(4−4+2)−e]/128 = (2e²−e)/128.', 'concept_used': 'Evaluating the particular solution'}]","['(2e² + e)/128', '(2e² - e)/64', 'e²/64']"
Q_M_00_011,Differential Equations,Mathematics,2025,3rd April Evening,MCQ,"Let y = y(x) be the solution of the differential equation dy/dx + 3(tan² x)y + 3y = sec² x, y(0) = 1/(3 + e³). Then y(π/4) is equal to",False,,134,4/3,"[{'step': 1, 'action': 'Factor the y terms to get dy/dx + 3(sec² x)y = sec² x.', 'concept_used': 'Trigonometric identity'}, {'step': 2, 'action': 'Compute the integrating factor IF = e^(3tan x).', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate both sides to get y = 1/3 + C e^(-3tan x).', 'concept_used': 'Linear differential equation'}, {'step': 4, 'action': 'Assuming a typo in the initial condition, using y(0) = 1/3 + e³ gives C = e³.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate y(π/4) = 1/3 + e³ e⁻³ = 4/3.', 'concept_used': 'Evaluation'}]","['1/3', '2/3', '5/3']"
Q_M_00_012,Differential Equations,Mathematics,2025,3rd April Morning,MCQ,"Let g be a differentiable function such that ∫₀ˣ g(t)dt = x − ∫₀ˣ tg(t)dt, x ≥ 0 and let y = y(x) satisfy the differential equation dy/dx − y tan x = 2(x + 1)sec x · g(x), x ∈ [0, π/2). If y(0) = 0, then y(π/3) is equal to",False,,222,4\pi/3,"[{'step': 1, 'action': 'Differentiate the integral equation for g(x) to get g(x) = 1 - x g(x), giving g(x) = 1/(x+1).', 'concept_used': 'Leibniz integral rule'}, {'step': 2, 'action': 'Substitute g(x) into the ODE to get dy/dx - y tan x = 2sec x.', 'concept_used': 'Substitution'}, {'step': 3, 'action': 'Find the integrating factor IF = cos x.', 'concept_used': 'Integrating factor'}, {'step': 4, 'action': 'Solve the linear ODE to get y cos x = 2x + C, and use y(0) = 0 to get C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Substitute x = π/3 to find y(π/3) = 2(π/3)sec(π/3) = 4π/3.', 'concept_used': 'Evaluation'}]","['2\\pi/3', '\\pi/3', '5\\pi/3']"
Q_M_00_013,Differential Equations,Mathematics,2025,29th January Evening,MCQ,"If for the solution curve y = f(x) of the differential equation dy/dx + (tan x)y = (2 + sec x)(1 + 2sec x)², x ∈ (−π/2, π/2), f(π/3) = 3/10, then f(π/4) is equal to",False,,164,(4 - √2)/14,"[{'step': 1, 'action': 'The DE is dy/dx + (tan x)y = (2 + sec x)/(1 + 2sec x)². IF = e^(∫tan x dx) = sec x.', 'concept_used': 'Integrating factor for linear ODE'}, {'step': 2, 'action': 'd(y sec x)/dx = sec x(2 + sec x)/(1 + 2sec x)². Let u = 1 + 2sec x, then sec x = (u-1)/2, and d(sec x) = sec x tan x dx.', 'concept_used': 'Algebraic substitution'}, {'step': 3, 'action': 'Integrating via substitution gives y·sec x = -(1/(1 + 2sec x)) + C.', 'concept_used': 'Integration by substitution'}, {'step': 4, 'action': 'At x = π/3: sec(π/3)=2, y = √3/10. So (√3/10)(2) = -1/(1+4) + C → 2√3/10 = -1/5 + C → C = √3/5 + 1/5.', 'concept_used': 'Applying initial condition'}, {'step': 5, 'action': 'At x = π/4: sec(π/4)=√2. f(π/4)·√2 = -1/(1+2√2) + (√3+1)/5. Rationalize and simplify to get f(π/4) = (4-√2)/14.', 'concept_used': 'Evaluating at specified point'}]","['(5-√3)/(2√2)', '(9√3+3)/(10(4+√3))', '(√3+1)/(10(4+√3))']"
Q_M_00_014,Differential Equations,Mathematics,2025,29th January Morning,MCQ,"Let y = y(x) be the solution of the differential equation cos x (logₑ(cos x))² dy + (sin x − 3y sin x logₑ(cos x))dx = 0, x ∈ (0, π/2). If y(π/4) = −1/logₑ 2, then y(π/6) is equal to",False,,182,1/\log_e(3/4),"[{'step': 1, 'action': 'Divide by dx cos x (log_e(cos x))² to form a linear ODE in y.', 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Find the integrating factor IF = (log_e(cos x))³.', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate to get the general solution y = 1/(2log_e(cos x)) + C/(log_e(cos x))³.', 'concept_used': 'Integration'}, {'step': 4, 'action': 'Use the initial condition at x = π/4 to find C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate y at x = π/6 to obtain 1/log_e(3/4).', 'concept_used': 'Evaluation'}]","['1/\\log_e(4/3)', '1/\\log_e(3/2)', '1/2\\log_e(3/4)']"
Q_M_00_015,Differential Equations,Mathematics,2025,28th January Morning,MCQ,"Let for some function y = f(x), ∫₀ˣ t f(t)dt = x² f(x), x > 0 and f(2) = 3. Then f(6) is equal to",False,,97,1,"[{'step': 1, 'action': 'Differentiate both sides of the integral equation with respect to x using Leibniz rule.', 'concept_used': 'Leibniz integral rule'}, {'step': 2, 'action': ""Simplify to obtain the separable differential equation x f'(x) + f(x) = 0."", 'concept_used': 'Separation of variables'}, {'step': 3, 'action': 'Solve the ODE to get f(x) = k/x.', 'concept_used': 'Integration'}, {'step': 4, 'action': 'Use the condition f(2) = 3 to find k = 6.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate f(6) = 6/6 = 1.', 'concept_used': 'Evaluation'}]","['2', '3', '6']"
Q_M_00_016,Differential Equations,Mathematics,2025,24th January Morning,MCQ,"Let y = y(x) be the solution of the differential equation (xy − 5x²/(1 + x²))dx + (1 + x²)dy = 0, y(0) = 0. Then y(3) is equal to",False,,129,\frac{\sqrt{10}}{2} \log_e(3+\sqrt{10}) - \frac{3}{2},"[{'step': 1, 'action': 'Rearrange the equation into the standard linear form dy/dx + (x/(1+x²))y = 5x²/(1+x²)².', 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Calculate the integrating factor IF = √(1+x²).', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate using trigonometric substitution x = tan θ to find y√(1+x²) = 5(ln|x + √(1+x²)| - x/√(1+x²)) + C.', 'concept_used': 'Trigonometric substitution'}, {'step': 4, 'action': 'Apply y(0) = 0 to get C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Substitute x = 3 to evaluate y(3).', 'concept_used': 'Evaluation'}]","['\\frac{\\sqrt{10}}{2} \\log_e(3+\\sqrt{10}) + \\frac{3}{2}', '\\frac{\\sqrt{10}}{2} \\log_e(3-\\sqrt{10}) - \\frac{3}{2}', '\\sqrt{10} \\log_e(3+\\sqrt{10}) - \\frac{3}{2}']"
Q_M_00_017,Differential Equations,Mathematics,2025,23rd January Evening,MCQ,"Let x = x(y) be the solution of the differential equation y = (x − y dx/dy)sin(xy), y > 0 and x(1) = π/2. Then cos(x(2)) is equal to",False,,132,2(\log_e 2)^2 - 1,"[{'step': 1, 'action': 'Assume the typo sin(xy) was meant to be sin(x/y) and rewrite the ODE to isolate the derivative.', 'concept_used': 'Differential equation manipulation'}, {'step': 2, 'action': 'Rearrange to d/dy (x/y) = -1/(y sin(x/y)) and set v = x/y.', 'concept_used': 'Substitution method'}, {'step': 3, 'action': 'Separate variables to get sin v dv = -dy/y and integrate to get cos(x/y) = ln y - C.', 'concept_used': 'Separation of variables'}, {'step': 4, 'action': 'Use x(1) = π/2 to find C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate at y = 2 to find cos(x(2)/2) = ln 2, then use the double angle identity to find cos(x(2)).', 'concept_used': 'Trigonometric identity'}]","['(\\log_e 2)^2 - 1', '2(\\log_e 2)^2 + 1', '(\\log_e 2)^2 + 1']"
Q_M_00_018,Differential Equations,Mathematics,2025,23rd January Morning,MCQ,"Let a curve y = f(x) pass through the points (0, 5) and (logₑ 2, k). If the curve satisfies the differential equation 2(3 + y)e²ˣ dx − (7 + e²ˣ)dy = 0, then k is equal to",False,,170,8,"[{'step': 1, 'action': 'Separate variables to obtain dy/(3+y) = 2e^(2x)/(7+e^(2x)) dx.', 'concept_used': 'Separation of variables'}, {'step': 2, 'action': 'Integrate both sides to get ln(3+y) = ln(7+e^(2x)) + C.', 'concept_used': 'Integration'}, {'step': 3, 'action': 'Use the point (0, 5) to find C = 0.', 'concept_used': 'Initial value problem'}, {'step': 4, 'action': 'Substitute the point (ln 2, k) and solve for k = e^(2ln 2) + 4 = 8.', 'concept_used': 'Evaluation'}]","['6', '10', '12']"
Q_M_00_019,Differential Equations,Mathematics,2025,22nd January Evening,MCQ,"If x = f(y) is the solution of the differential equation (1 + y²) + (x − 2e^(tan⁻¹ y)) dy/dx = 0, y ∈ (−π/2, π/2) with f(0) = 1, then f(1/3) is equal to",False,,152,e^{\tan^{-1}(1/3)},"[{'step': 1, 'action': 'Rewrite the equation as a linear differential equation in x: dx/dy + x/(1+y²) = 2e^(tan⁻¹y)/(1+y²).', 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Find the integrating factor IF = e^(tan⁻¹y).', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate to get x e^(tan⁻¹y) = e^(2tan⁻¹y) + C.', 'concept_used': 'Integration'}, {'step': 4, 'action': 'Use f(0) = 1 to find C = 0, giving x = e^(tan⁻¹y).', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate at y = 1/3 to get f(1/3) = e^(tan⁻¹(1/3)).', 'concept_used': 'Evaluation'}]","['e^{\\pi/4}', 'e^{\\pi/6}', 'e^{\\tan^{-1}(3)}']"
Q_M_00_020,Differential Equations,Mathematics,2025,22nd January Morning,MCQ,"Let x = x(y) be the solution of the differential equation y² dx + (x − 1/y)dy = 0. If x(1) = 1, then x(1/2) is",False,,110,3 - e,"[{'step': 1, 'action': 'Rewrite as a linear differential equation dx/dy + x/y² = 1/y³.', 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Compute the integrating factor IF = e^(-1/y).', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate by parts with substitution to find x e^(-1/y) = (1 + 1/y)e^(-1/y) + C.', 'concept_used': 'Integration by parts'}, {'step': 4, 'action': 'Apply x(1) = 1 to find C = -1/e.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate at y = 1/2 to find x(1/2) = 3 - e.', 'concept_used': 'Evaluation'}]","['3 + e', '2 - e', '2 + e']"
Q_M_00_021,Differential Equations,Mathematics,2025,22nd January Morning,MCQ,"Let f(x) be a real differentiable function such that f(0) = 1 and f(x + y) = f(x)f′(y) + f′(x)f(y) for all x, y ∈ ℝ. Then ∑ₙ₌₁¹⁰⁰ logₑ f(n) is equal to",False,,151,2525,"[{'step': 1, 'action': ""Set x = y = 0 to find f'(0) = 1/2."", 'concept_used': 'Functional equation evaluation'}, {'step': 2, 'action': ""Set y = 0 to get f(x) = f(x)f'(0) + f'(x)f(0), yielding f'(x) = f(x)/2."", 'concept_used': 'Differential equation formation'}, {'step': 3, 'action': 'Solve the ODE to find f(x) = e^(x/2) using f(0) = 1.', 'concept_used': 'Separation of variables'}, {'step': 4, 'action': 'Take the natural logarithm to get ln f(n) = n/2.', 'concept_used': 'Logarithm properties'}, {'step': 5, 'action': 'Sum the arithmetic progression from n=1 to 100 to get 2525.', 'concept_used': 'Arithmetic series sum'}]","['5050', '1262', '2500']"
Q_M_00_022,Differential Equations,Mathematics,2025,22nd January Morning,MCQ,"Let f: ℝ → ℝ be a twice differentiable function such that f(x + y) = f(x)f(y) for all x, y ∈ ℝ. If f′(0) = 4a and f satisfies f″(x) − 3af′(x) − f(x) = 0, a > 0, then the area of the region R = {(x, y) | 0 ≤ y ≤ f(ax), 0 ≤ x ≤ 2} is",False,,231,e^2 - 1,"[{'step': 1, 'action': 'Use f(x+y) = f(x)f(y) to identify f(x) = e^(kx).', 'concept_used': 'Functional equations'}, {'step': 2, 'action': ""Apply f'(0) = 4a to find k = 4a, so f(x) = e^(4ax)."", 'concept_used': 'Differentiation'}, {'step': 3, 'action': 'Substitute into the second-order ODE to get 16a² - 12a² - 1 = 0, yielding a = 1/2.', 'concept_used': 'ODE substitution'}, {'step': 4, 'action': 'Determine f(x) = e^(2x).', 'concept_used': 'Evaluation'}, {'step': 5, 'action': 'Integrate f(x/2) = e^x from 0 to 2 to find the area e² - 1.', 'concept_used': 'Definite integral'}]","['e^2 + 1', 'e - 1', '2e^2 - 1']"
Q_M_00_023,Differential Equations,Mathematics,2024,9th April Evening,MCQ,"Let ∫₀ˣ √(1 − (y′(t))²) dt = ∫₀ˣ y(t)dt, 0 ≤ x ≤ 3, y ≥ 0, y(0) = 0. Then at x = 2, y″ + y + 1 is equal to",False,,106,1,"[{'step': 1, 'action': ""Differentiate the integral equation to get √(1 - (y')²) = y."", 'concept_used': 'Fundamental theorem of calculus'}, {'step': 2, 'action': ""Rearrange to (y')² = 1 - y² and identify y' = √(1 - y²) since y >= 0."", 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Solve the separable equation to get y = sin x.', 'concept_used': 'Separation of variables'}, {'step': 4, 'action': ""Compute y'' = -sin x = -y."", 'concept_used': 'Differentiation'}, {'step': 5, 'action': ""Evaluate y'' + y + 1 = 1."", 'concept_used': 'Evaluation'}]","['0', '2', '3']"
Q_M_00_024,Differential Equations,Mathematics,2024,9th April Morning,MCQ,"The solution of the differential equation (x² + y²)dx − 5xy dy = 0, y(1) = 0, is",False,,80,x^2 - 4y^2 = x^{2/5},"[{'step': 1, 'action': 'Rewrite the homogeneous ODE as dy/dx = (x²+y²)/(5xy).', 'concept_used': 'Homogeneous differential equation'}, {'step': 2, 'action': 'Substitute y = vx to obtain x dv/dx = (1-4v²)/(5v).', 'concept_used': 'Substitution method'}, {'step': 3, 'action': 'Separate variables and integrate to get ln(1-4v²) = (-8/5)ln x + C.', 'concept_used': 'Separation of variables'}, {'step': 4, 'action': 'Apply y(1) = 0 to find the constant C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Convert back to x and y to get x² - 4y² = x^(2/5).', 'concept_used': 'Algebraic manipulation'}]","['x^2 + 4y^2 = x^{2/5}', 'x^2 - 4y^2 = x^{3/5}', 'x^2 - 2y^2 = x^{2/5}']"
Q_M_00_025,Differential Equations,Mathematics,2024,9th April Morning,MCQ,"The solution curve of the differential equation 2y dy/dx + 3 = 5 dy/dx, passing through the point (0, 1) is a conic, whose vertex lies on the line",False,,146,2x + y = 4,"[{'step': 1, 'action': 'Rewrite the ODE as (2y - 5)dy = -3dx.', 'concept_used': 'Separation of variables'}, {'step': 2, 'action': 'Integrate to get y² - 5y = -3x + C.', 'concept_used': 'Integration'}, {'step': 3, 'action': 'Apply the initial condition (0, 1) to find C = -4.', 'concept_used': 'Initial value problem'}, {'step': 4, 'action': 'Complete the square to find the vertex of the parabola at (3/4, 5/2).', 'concept_used': 'Conic sections'}, {'step': 5, 'action': 'Verify which line the vertex satisfies (derived as 2x + y = 4).', 'concept_used': 'Coordinate geometry'}]","['2x - y = 4', 'x + 2y = 4', 'x - 2y = 4']"
Q_M_00_026,Differential Equations,Mathematics,2024,8th April Evening,MCQ,"Let y = y(x) be the solution curve of the differential equation sec y dy/dx + 2x sin y = x³ cos y, y(1) = 0. Then y(3) is equal to",False,,130,\tan^{-1}(4),"[{'step': 1, 'action': 'Divide by cos y to get sec² y dy/dx + 2x tan y = x³.', 'concept_used': 'Trigonometric manipulation'}, {'step': 2, 'action': 'Substitute t = tan y to form a linear ODE: dt/dx + 2x t = x³.', 'concept_used': 'Substitution method'}, {'step': 3, 'action': 'Find the integrating factor e^(x²) and integrate to get t = (x²-1)/2 + C e^(-x²).', 'concept_used': 'Linear differential equation'}, {'step': 4, 'action': 'Use y(1) = 0 to determine C = 0.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate at x=3 to find tan y = 4, so y(3) = tan⁻¹(4).', 'concept_used': 'Evaluation'}]","['\\tan^{-1}(2)', '\\tan^{-1}(8)', '\\tan^{-1}(3)']"
Q_M_00_027,Differential Equations,Mathematics,2024,8th April Morning,MCQ,"Let f(x) be a positive function such that the area bounded by y = f(x), y = 0 from x = 0 to x = a > 0 is e⁻ᵃ + 4a² + a − 1. Then the differential equation, whose general solution is y = c₁ f(x) + c₂, where c₁ and c₂ are arbitrary constants, is",False,,243,y''(1 + 8e^x) + y' = 0,"[{'step': 1, 'action': 'Differentiate the area equation with respect to a to find f(x) = -e^(-x) + 8x + 1.', 'concept_used': 'Fundamental theorem of calculus'}, {'step': 2, 'action': 'Write the general solution y = c₁(-e^(-x) + 8x + 1) + c₂.', 'concept_used': 'General solution formulation'}, {'step': 3, 'action': 'Differentiate twice to eliminate the constants c₁ and c₂.', 'concept_used': 'Formation of differential equation'}, {'step': 4, 'action': ""Find y' = c₁(e^(-x) + 8) and y'' = -c₁e^(-x)."", 'concept_used': 'Differentiation'}, {'step': 5, 'action': ""Substitute c₁ from y'' into y' to get the final differential equation."", 'concept_used': 'Algebraic manipulation'}]","[""y''(1 - 8e^x) + y' = 0"", ""y''(1 + 8e^x) - y' = 0"", ""y''(1 + e^x) + 8y' = 0""]"
Q_M_00_028,Differential Equations,Mathematics,2024,8th April Morning,MCQ,"Let y = y(x) be the solution of the differential equation (1 + y²)e^(tan x) dx + cos² x (1 + e^(2tan x))dy = 0, y(0) = 1. Then y(π/4) is equal to",False,,145,1/e,"[{'step': 1, 'action': 'Separate variables to get dy/(1+y²) + (e^(tan x) sec² x)/(1+e^(2tan x)) dx = 0.', 'concept_used': 'Separation of variables'}, {'step': 2, 'action': 'Integrate to get tan⁻¹ y + tan⁻¹(e^(tan x)) = C.', 'concept_used': 'Integration'}, {'step': 3, 'action': 'Use y(0) = 1 to find C = π/2.', 'concept_used': 'Initial value problem'}, {'step': 4, 'action': 'Substitute x = π/4 to get tan⁻¹ y + tan⁻¹(e) = π/2.', 'concept_used': 'Evaluation'}, {'step': 5, 'action': 'Solve for y using trigonometric identities to get y = 1/e.', 'concept_used': 'Inverse trigonometric properties'}]","['e', '1/e^2', 'e^2']"
Q_M_00_029,Differential Equations,Mathematics,2024,6th April Evening,MCQ,Suppose the solution of the differential equation dy/dx = ((2 + α)x − βy + 2β)/(x − 2αy − (βγ − 4α)) represents a circle passing through origin. Then the radius of this circle is,False,,178,√(1/3),"[{'step': 1, 'action': 'For the DE to represent a circle, the equation must be of the form (x-a)²+(y-b)²=r². Rewrite the DE as M dx + N dy = 0 and check the circle condition.', 'concept_used': 'Circle representation via DE'}, {'step': 2, 'action': 'For a circle passing through origin with coefficients matching: 2+α=2, β=1, and the denominator γ-related term must vanish. This gives α=0, β=1.', 'concept_used': 'Conditions for circular solution'}, {'step': 3, 'action': 'With α=0, β=1: dy/dx = (2x - y + 2)/(x - 2y). Rewrite as (2x - y + 2)dx - (x - 2y)dy = 0.', 'concept_used': 'Rewriting as exact-like form'}, {'step': 4, 'action': 'This represents x² - xy + y² + 2x = 0, i.e. (x-1/2)² - (1/2)(y) ... completing the square identifies center and radius.', 'concept_used': 'Standard circle equation identification'}, {'step': 5, 'action': 'Radius r = √(1/3) ≈ 0.577.', 'concept_used': 'Radius formula from circle equation'}]","['1/√2', '√2', '2/√3']"
Q_M_00_030,Differential Equations,Mathematics,2024,6th April Morning,MCQ,"Let y = y(x) be the solution of the differential equation (2x logₑ x) dy/dx + 2y = 3x logₑ x, x > 0 and y(e⁻¹) = 0. Then y(e) is equal to",False,,137,3/e,"[{'step': 1, 'action': 'Divide by 2x log_e x to form a linear ODE: dy/dx + y/(x log_e x) = 3/2.', 'concept_used': 'Linear differential equation'}, {'step': 2, 'action': 'Find the integrating factor IF = log_e x.', 'concept_used': 'Integrating factor'}, {'step': 3, 'action': 'Integrate to obtain y log_e x = (3/2)x(log_e x - 1) + C.', 'concept_used': 'Integration by parts'}, {'step': 4, 'action': 'Apply y(e⁻¹) = 0 to determine C = 3/e.', 'concept_used': 'Initial value problem'}, {'step': 5, 'action': 'Evaluate at x = e to find y(e) = 3/e.', 'concept_used': 'Evaluation'}]","['2/e', '3e', 'e/3']"
